record_number,platform,source_dataset,source_product_id,product_url,title,brand,seller,observed_price,currency,source_category,product_type,weight_grams,dimensions,image_url,source_timestamp,estimate_status,manufacturing_category,product_archetype,match_basis,confidence,quantity_assumption,factory_cost_low_usd,factory_cost_base_usd,factory_cost_high_usd,packaging_base_usd,freight_base_usd,duty_assumption_percent,landed_cost_low_usd,landed_cost_base_usd,landed_cost_high_usd,marketplace_fee_rate_percent,fulfillment_assumption_usd,returns_allowance_rate_percent,total_selling_cost_base_usd,gross_profit_base_usd,gross_margin_base_percent,estimate_notes,description_excerpt,source_dataset_url,estimate_version
886,Amazon,Bright Data Amazon products sample,B09KHX7J9L,https://www.amazon.com/Champion-Womens-Plus-Vented-Sports/dp/B09KHX7J9L,Champion Women's Plus The Vented Sports Bra,Champion,Ama███.co███,26.74,USD,"Clothing, Shoes & Jewelry > Novelty & More > Clothing > Novelty > Women > Underwear > Bras",,,,https://m.media-amazon.com/images/I/71bLKyCcZ2L.__AC_SY445_SX342_QL70_FMwebp_.jpg,2023-08-02 00:00:00.000,Estimated,Apparel,Underwear or lingerie,Keyword/category match:  bra ,Low,1000,1.92,4.32,9.61,0.4,0.22,10,2.42,5.44,12.11,15.0,4.25,5.0,15.03,11.71,43.8,"Lace, underwire, molded cups, and trims affect cost. Tariff and freight assumptions are illustrative and require current validation.","There are so many exceptional features built into Champion's women's plus compression sports bra. Offering moderate support, this pullover racerback sports bra provides a snug fit that reduces motion even during your most intense workouts. Comfort is key in the design of this ventilated exercise bra, with Double Dry™ technology that wicks away moisture to keep you cool and dry. Additional comfort comes from the mesh back insets and mesh lining that keep air flowing, plus a back keyhole cutout fo",https://github.com/luminati-io/eCommerce-dataset-samples,2026-08-05-v2
887,Amazon,Bright Data Amazon products sample,B07BL2HT5N,https://www.amazon.com/New-Balance-Mens-412v1-Industrial/dp/B07DK59SWN,New Balance Men's 412 V1 Alloy Toe Industrial Shoe,New Balance,Ama███.co███,87.99,USD,"Clothing, Shoes & Jewelry > Men > Uniforms, Work & Safety > Shoes > Work & Utility > Shoes",,,11.9 x 8.1 x 5 inches; 14.8 Ounces,https://m.media-amazon.com/images/I/81aB3Mmia8L._AC_UX500_.jpg,2023-08-10 00:00:00.000,Estimated,Generic,Textile product,"Broad apparel category: Clothing, Shoes & Jewelry > Men > Uniforms, Work & Safety > Shoes > Work & Utility > Shoes",Low,1000,1.82,6.35,18.15,0.65,0.8,5,2.43,8.19,23.26,15.0,4.25,5.0,30.04,57.95,65.9,"Fiber, dimensions, sewing complexity, and finishing are unknown. Tariff and freight assumptions are illustrative and require current validation.","Created to deliver all-day comfort to men who work on their feet, the New Balance 412v1 Alloy Toe is the modern and light go-to option. An alloy toe cap helps protect feet and give you the confidence needed while on the job, and Ripstop nylon helps provide long-lasting durability to this non-slip work shoe for men.",https://github.com/luminati-io/eCommerce-dataset-samples,2026-08-05-v2
888,Amazon,Bright Data Amazon products sample,B08CXLD6F5,https://www.amazon.com/adidas-Originals-Smooth-Runner-Sneaker/dp/B087DTTPWT,adidas Originals Unisex-Child Smooth Runner Sneaker,adidas Originals,JME███ds,35.62,USD,"Clothing, Shoes & Jewelry > Girls > Shoes > Sneakers",,,,https://m.media-amazon.com/images/I/71T8VrADmYL._AC_UX695_.jpg,2023-08-09 00:00:00.000,Estimated,Footwear,Casual shoe or sneaker,Keyword/category match: sneaker,Low,1000,9.61,17.29,32.06,1.3,2.5,12,12.89,23.62,44.3,15.0,4.25,5.0,34.99,0.63,1.8,"Leather grade, sole tooling, and construction affect cost. Tariff and freight assumptions are illustrative and require current validation.",adidas Originals unisex-youth Smooth Runner,https://github.com/luminati-io/eCommerce-dataset-samples,2026-08-05-v2
889,Amazon,Bright Data Amazon products sample,B07XPRFCH1,https://www.amazon.com/Lee-Womens-Flex-Relaxed-Skimmer/dp/B08M7CGDBM,Lee Women's Flex-to-go Relaxed Fit Cargo Skimmer Capri Pant,Lee,The███oke███ipp███,20.99,USD,"Clothing, Shoes & Jewelry > Women > Clothing > Pants > Casual",,,12 x 10 x 1 inches,https://m.media-amazon.com/images/I/71W3cmH6MqL.__AC_SY445_SX342_QL70_FMwebp_.jpg,2023-08-02 00:00:00.000,Estimated,Apparel,Pants or trousers,Keyword/category match: pants,Medium,1000,4.54,8.17,16.34,0.7,0.65,10,5.71,10.47,21.05,15.0,4.25,5.0,18.92,2.07,9.9,"Fabric, construction, wash, and hardware affect cost. Tariff and freight assumptions are illustrative and require current validation.","Just like our founder, H.D. Lee, our passion is helping can-do people do more. We are committed to designing clothing that conforms to your body, allowing you to move through life freely. We help you chase the things that bring you joy and laughter. The",https://github.com/luminati-io/eCommerce-dataset-samples,2026-08-05-v2
890,Amazon,Bright Data Amazon products sample,B0CC17TDSQ,https://www.amazon.com/TUMOVO-Chrysanthemum-Abstract-Painting-Frameless/dp/B0CC17TDSQ?th=1&psc=1&currency=USD&language=en_GB,"TUMOVO Chrysanthemum Paint by Numbers Abstract Flowers Paint by Numbers for Adults Kids Lady Oil Painting with Brushes and Pigment, Flowers Painting Kit for Home Wall Decor, 16x20 Inch, Frameless",TUMOVO,DZ ███-US███,7.99,USD,Home & Kitchen > Wall Art > Paintings,,221.12609999999998,9.84 x 5.91 x 1.18 inches,https://m.media-amazon.com/images/I/71xW61kVahL.__AC_SX300_SY300_QL70_FMwebp_.jpg,2024-01-16 00:00:00.000,Estimated,Home,Printed poster or wall art,Keyword/category match: wall art,Low,1000,0.86,3.76,7.19,0.8,0.9,7,1.43,5.84,15.72,15.0,3.5,5.0,10.93,-2.94,-36.9,"Size, substrate, framing, print method, and fulfillment model affect cost. Modifiers: customization, weatherproof construction. Tariff and freight assumptions are illustrative and require current validation.","TUMOVO Paint By Numbers for Adults As a professional modern painting manufacturer, TUMOVO committed to bringing better products to our customers, ensure our customers have a good user experience. Paint by Number has become a style of art created by filling in pre-numbered areas on a canvas panel with matching colors of paint. This art form is popular again and TUMOVO is with more new designs for you to enjoy. TUMOVO DIY canvas paint-by-numbers comes with enough high quality pigment set, waterpro",https://github.com/luminati-io/eCommerce-dataset-samples,2026-08-05-v2
891,Amazon,Bright Data Amazon products sample,B0916XWRY3,https://www.amazon.com/KEEN-Womens-Terradora-Height-Hiking/dp/B0916XWRY3,KEEN Women's Terradora 2 Vent Low Height Hiking Shoe,KEEN,Ama███.co███,64.75,USD,"Clothing, Shoes & Jewelry > Women > Shoes > Outdoor > Hiking & Trekking > Hiking Shoes",,,,https://m.media-amazon.com/images/I/71vZKeLQ7QL.__AC_SY395_SX395_QL70_ML2_.jpg,2023-08-02 00:00:00.000,Estimated,Home,"Pillow, cushion, or textile decor",Keyword/category match: cushion,Low,1000,2.27,4.99,10.89,0.65,0.9,7,3.18,7.0,15.29,15.0,4.25,5.0,24.2,40.55,62.6,"Fabric, fill, size, printing, and insert inclusion affect cost. Tariff and freight assumptions are illustrative and require current validation.","Hit that target heart rate while keeping your comfort level high, too. This vented version of our women's Terradora hiking shoe features performance mesh that lets active feet breathe, plus added traction and cushioning. Made with breathable, lightweight mesh, the KEEN Women’s Terradora 2 Vent Low Height Low Height Hiking Shoe is built off a women’s specific foot form for a narrower fit. KEEN products are consciously created using a natural, probiotic-based technology called Eco Anti-Odor for br",https://github.com/luminati-io/eCommerce-dataset-samples,2026-08-05-v2
892,Amazon,Bright Data Amazon products sample,B01F7QECQE,https://www.amazon.com/ClosetMaid-1036-Cubeicals-Organizer-Espresso/dp/B01F7QECQE,"ClosetMaid 1036 Cubeicals Organizer, 4-Cube, Espresso",ClosetMaid,Ama███.co███,64.7,USD,Home & Kitchen > Storage & Organization > Clothing & Closet Storage > Mounted Closet Systems,,9525.431999999999,"11.69""D x 12.24""W x 47.56""H",https://m.media-amazon.com/images/I/61VsBKSHzFL.__AC_SX300_SY300_QL70_FMwebp_.jpg,2023-08-26 00:00:00.000,Estimated,Toys,Small molded plastic toy,Keyword/category match: toy,Low,1000,0.66,1.76,4.41,0.35,0.66,5,1.13,2.91,7.42,15.0,12.0,5.0,27.85,36.85,57.0,"Tooling and safety testing excluded; paint, parts, and electronics add cost. Tariff and freight assumptions are illustrative and require current validation.","Closet Maid Cubical storage organizers are a convenient way to hold hobbies, toys, media and office supplies. Store your items in this attractive, compact unit that can be accessorized with up to nine fabric drawers available in a variety of colors. From your office and living area to the kids rooms, these cubes will meet all your storage needs! the 9 cube organizer includes five individual removable back panels for creativity. Its sturdy frame in espresso finish allows you to stack multiple uni",https://github.com/luminati-io/eCommerce-dataset-samples,2026-08-05-v2
893,Amazon,Bright Data Amazon products sample,B007FZFTZO,https://www.amazon.com/dp/B007FZFTZO?language=en_US&currency=USD,Amprobe AM-510 Commercial/Residential Multimeter with Non-Contact Voltage Detection,Amprobe,,55.5,USD,Tools & Home Improvement > Electrical > Testers > Multi Testers,,362.8736,‏  ‎ 4 x 10 x 2 inches; 12.8 Ounces,https://images-na.ssl-images-amazon.com/images/I/41Q5tlivp9L._SX342_SY445_QL70_FMwebp_.jpg,2022-09-20 00:00:00.000,Estimated,Home,Lighting fixture or lamp,Keyword/category match: lamp,Low,1000,4.54,10.89,25.41,1.2,2.5,7,6.46,15.61,36.28,15.0,4.75,5.0,31.46,24.04,43.3,"Size, driver, safety certification, finish, and packaging affect cost. Tariff and freight assumptions are illustrative and require current validation.","Amprobe products range from an extensive line of clamp meters and digital multimeters to industry-specific tools for residential/commercial electricians, HVAC/R technicians, utilities and industrial maintenance professionals. All Amprobe tools undergo rigorous testing to ensure full compliance with the latest IEC and CE safety regulations in Fluke Safety labs for quality and safety you can trust.",https://github.com/luminati-io/eCommerce-dataset-samples,2026-08-05-v2
894,Amazon,Bright Data Amazon products sample,B0832V7FJ6,https://www.amazon.com/KMC-6-Outle-Surge-Protector-Ports/dp/B0832V7FJ6?th=1&psc=1&currency=USD&language=en_GB,"KMC 6-Outlet Surge Tap, 2 USB Ports (3.4A), 980 Joules Surge Protector, White (2 Pack)",KMC,KT-███,9.49,USD,Electronics > Accessories & Supplies > Power Strips & Surge Protectors > Surge Protectors,,489.87936,6.14 x 4.02 x 3.98 inches,https://m.media-amazon.com/images/I/61iyjpXjIQL.__AC_SY300_SX300_QL70_FMwebp_.jpg,2024-03-17 00:00:00.000,Estimated,Generic,Assembled consumer product,Broad accessories category: Electronics > Accessories & Supplies > Power Strips & Surge Protectors > Surge Protectors,Low,1000,3.21,6.83,8.54,1,2.0,5,4.21,10.32,18.94,15.0,4.75,5.0,16.97,-7.48,-78.8,Insufficient specifications; use as a broad placeholder until a BOM or supplier match is available. Modifiers: 2-count/set adjustment. Tariff and freight assumptions are illustrative and require current validation.,"KMC 6-Outle Surge Protector with 2 USB Ports 3.4A, 980 Joule, White",https://github.com/luminati-io/eCommerce-dataset-samples,2026-08-05-v2
895,Amazon,Bright Data Amazon products sample,B00TF8G8EA,https://www.amazon.com/Classic-Accessories-Dometic-Brisk-Conditioner/dp/B00TF8G8EA?th=1&psc=1&currency=USD&language=en_GB,"Classic Accessories Over Drive RV Air Conditioner Cover, Compatible with Dometic Brisk II, Grey",Classic Accessories,Ama███.co███,26.19,USD,Automotive > RV Parts & Accessories > Exterior > Covers > RV & Trailer Covers,,680.3879999999999,27.25 x 29 x 14.25 inches,https://m.media-amazon.com/images/I/81--s-J2yYL.__AC_SX300_SY300_QL70_FMwebp_.jpg,2024-02-18 00:00:00.000,Estimated,Beauty,Hair oil or hair-care liquid,Keyword/category match: conditioner,Low,1000,1.2,3.5,9.0,0.7,0.45,4,1.66,4.84,12.17,15.0,4.75,5.0,14.82,11.37,43.4,"Formula, botanical ingredients, testing, volume, and packaging affect cost. Tariff and freight assumptions are illustrative and require current validation.","The RV Air Conditioner Cover keeps out water, dirt, and debris while blocking drafts. When you buy from Classic Accessories, you’ll receive peace of mind along with your product. we invite you to file a simple claim on our website, supported by our US-based team.",https://github.com/luminati-io/eCommerce-dataset-samples,2026-08-05-v2
896,Amazon,Bright Data Amazon products sample,B07GVR1XLS,https://www.amazon.com/Pioneer-TS-A652C-Component-Speaker-System/dp/B07GVR1XLS,"PIONEER TS-A652C A Series 6-1/2"" 350 W Max Power, Carbon/Mica-Reinforced IMPP Cone, 20mm PI Tweeter - Component Speakers (Pair), Gray",PIONEER,"Unb███abl███le,██████",123.4,USD,Electronics > Car & Vehicle Electronics > Car Electronics > Car Audio > Speakers > Coaxial Speakers,,816.4656,2.63 x 6.5 x 6.5 inches,https://m.media-amazon.com/images/I/51-NxaJz-wL.__AC_SY300_SX300_QL70_FMwebp_.jpg,2023-09-11 00:00:00.000,Estimated,Generic,Assembled consumer product,Broad source category: Electronics > Car & Vehicle Electronics > Car Electronics > Car Audio > Speakers > Coaxial Speakers,Low,1000,2.72,10.89,36.3,1,2.0,5,3.7,14.58,48.09,15.0,4.75,5.0,44.01,79.39,64.3,Insufficient specifications; use as a broad placeholder until a BOM or supplier match is available. Tariff and freight assumptions are illustrative and require current validation.,The Pioneer TS-A652C 6.5 inch speakers component system can power up to 80 watts RMS. The woofer cone is made of Carbon and Mica reinforced polypropylene IMPP for rigidity low-frequency responsiveness and weather resistance. The woofer comes with adjustable woofer brackets to use in all kinds of makes and models. Install the separate 0.75 inch tweeters with the included tweeter mounts in an area high in your vehicle for better sound.,https://github.com/luminati-io/eCommerce-dataset-samples,2026-08-05-v2
897,Amazon,Bright Data Amazon products sample,B08PCD9HCW,https://www.amazon.com/New-Balance-Womens-Fresh-Running/dp/B08BN9X5MB,New Balance Womens Fresh Foam Sport V2,New Balance,Ant███oci███Sel█████████,57.22,USD,"Clothing, Shoes & Jewelry > Women > Shoes > Athletic > Running > Road Running",,,10 x 15 x 6 inches; 2 Pounds,https://m.media-amazon.com/images/I/81t7FKP2X6L._AC_UX575_.jpg,2023-08-09 00:00:00.000,Estimated,Footwear,Running or athletic shoe,Keyword/category match: running shoe,Low,1000,12.0,20.0,38.0,1.3,2.5,12,15.57,26.66,50.96,15.0,4.25,5.0,42.35,14.87,26.0,"Brand R&D, tooling, cushioning compounds, and quality standards excluded. Tariff and freight assumptions are illustrative and require current validation.","Versatile and easy to wear, the New Balance Fresh Foam Sport v2 running shoes will take you from your morning run to your daily errands in comfort and style. The Ground Contact Fresh Foam midsole offer lightweight cushioning and has rubber pods for better traction to get you through your entire day in unbeatable comfort. The modern profile keeps your overall look effortlessly on trend.",https://github.com/luminati-io/eCommerce-dataset-samples,2026-08-05-v2
898,Amazon,Bright Data Amazon products sample,B0C6PCX1X3,https://www.amazon.com/2PCS-Qlvily-J-Bolt-Hinge-Included/dp/B0C6PCX1X3?th=1&psc=1&currency=USD&language=en_GB,"2PCS Qlvily 8"" J-Bolt Post Hinge, 5/8"" Male Pin J-Bolt Hinge, Nuts Included",Qlvily,Qlv███,17.99,USD,Tools & Home Improvement > Hardware > Gate Hardware > Gate Hinges,,811.92968,8.6 x 1.97 x 0.79 inches,https://m.media-amazon.com/images/I/61Ohtsrlj-L.__AC_SX300_SY300_QL70_FMwebp_.jpg,2024-02-22 00:00:00.000,Estimated,Tools,Power-tool accessory,Keyword/category match: drill bit,Low,1000,1.13,5.67,16.19,0.6,0.6,5,1.56,7.21,20.68,15.0,4.75,5.0,15.56,2.43,13.5,"Material, precision, coating, compatibility, and set count vary. Modifiers: 2-count/set adjustment. Tariff and freight assumptions are illustrative and require current validation.","J bolts are ideal for gates on unlevel terrain because the bolt can be adjusted to tilt the gate up or down slightly Qlvily 8"" J-Bolt Post Hinge A galvanized steel J-bolt that is made for hanging gates.There's a 5/8"" bolt that is 8"" long. It is threaded the full length of the bolt for ease of installation.It comes with 2 nuts. It weighs 1.5 lbs (2PCS). Earn a quantity discount when you buy 20 or more. Package Include 8"" J-Bolt Post Hinge x 2 Nuts x 4 Gaskets x 4 Installation Step 1 Drill a hole ",https://github.com/luminati-io/eCommerce-dataset-samples,2026-08-05-v2
899,Amazon,Bright Data Amazon products sample,B01KVFY1OO,https://www.amazon.com/IRWINQUICK-GRIPOne-Handed-Micro-Clamp-Pack-1964747/dp/B00004SBCO,"IRWIN QUICK-GRIP Bar Clamps for Woodworking, One-Handed, Micro, 4-1/4"", 2 Pack (1964747)",IRWIN,Ama███.co███,14.98,USD,Tools & Home Improvement > Brands > Irwin > Woodworking > Clamping Tools > Bar Clamps,,49.89512,8.2 x 8.2 x 0.9 inches,https://m.media-amazon.com/images/I/61L4ni0uP7L._AC_SX522_.jpg,2023-08-09 00:00:00.000,Estimated,Home,Lighting fixture or lamp,Keyword/category match: lamp,Low,1000,5.35,10.79,13.48,1.2,1.88,7,7.07,14.83,21.92,15.0,3.5,5.0,21.33,-6.35,-42.4,"Size, driver, safety certification, finish, and packaging affect cost. Modifiers: 2-count/set adjustment. Tariff and freight assumptions are illustrative and require current validation.","Product Description The IRWINQUICK-GRIPMicro One-Handed Bar Clamp utlizes the same clamping mechanism as all QUICK-GRIPclamps, but is very compact in size. This is the ideal clamp for most clamping and holding needs on small craft projects. From the Manufacturer Quick-Grip 530062 Micro Bar Clamp, 2-pack, with a 4-1/4-inch maximum jaw opening, are ideal for clamping small and odd shapes securely for home, crafts, or hobby work. Quick-Grip clamps have a positive locking action to hold work tight a",https://github.com/luminati-io/eCommerce-dataset-samples,2026-08-05-v2
900,Amazon,Bright Data Amazon products sample,B082NP96XX,https://www.amazon.com/WYOX-Boxing-Wraps-Gloves-Inner/dp/B0867JPQYG,WYOX Gel Quick Hand Wraps for Boxing MMA Kickboxing - EZ-Off & On - Padded Knuckle with Wrist Wrap Protection for Men Women Youth,WYOX,WYOX,17.99,USD,Sports & Outdoors > Sports > Other Sports > Martial Arts > Protective Gear > Hand Wraps,,113.398,8.54 x 4.72 x 1.46 inches,https://m.media-amazon.com/images/I/71StxqjgqoL.__AC_SX300_SY300_QL70_FMwebp_.jpg,2023-08-09 00:00:00.000,Estimated,Apparel,Gloves,Keyword/category match: gloves,Low,1000,2.16,5.47,12.97,0.4,0.25,10,2.69,6.74,15.95,15.0,3.5,5.0,13.84,4.15,23.1,"Leather, insulation, waterproofing, touchscreen panels, and protection affect cost. Modifiers: carbon-fiber material. Tariff and freight assumptions are illustrative and require current validation.","GEL PADDED INNER UFC MMA MUAY THAI COMBAT SPORTS BOXING HAND WRAPS FOR WOMEN and MEN by WYOX The Inner Fighting Boxing Gloves by WYOX shields your wrists from injury while providing better grip and support! Whether you're a beginner or a pro, wearing inner gloves is a necessity. Safety always comes first, especially for contact sports like boxing and mixed martial arts. Without the proper gear, you risk yourself in grave injury — or worse, retiring you from the sport way too early! Aside from sa",https://github.com/luminati-io/eCommerce-dataset-samples,2026-08-05-v2
901,Amazon,Bright Data Amazon products sample,B06XFLHM81,https://www.amazon.com/dp/B06XFLHM81?th=1&psc=1&currency=USD&language=en_GB,"Black Rhino - The Comfort Collar Ultra Soft Neoprene Padded Dog Collar for All Breeds - Heavy Duty Adjustable Reflective Weatherproof (Large, Pink/Black)",Black Rhino,Bla███Rhi███,19.99,USD,"Pet Supplies > Dogs > Collars, Harnesses & Leashes > Collars > Basic Collars",Basic Dog Collars,108.86207999999999,8.23 x 2.52 x 1.54 inches,https://m.media-amazon.com/images/I/81xBk5OkaLL.__AC_SX300_SY300_QL70_FMwebp_.jpg,2024-05-28 00:00:00.000,Estimated,Jewelry,Fashion ring,Keyword/category match: rings,Low,1000,0.6,2.2,5.99,0.35,0.11,6,0.84,2.81,7.48,15.0,3.5,5.0,10.31,9.68,48.4,"Metal, size range, stones, and plating affect cost. Modifiers: premium/heavy-duty specification. Tariff and freight assumptions are illustrative and require current validation.","A collar that your dog will love Thanks to its reflective stitching, durable hardware, and weatherproof qualities, this is a collar that makes both dogs and owners happy. Comfort and safety This is a quality product that properly fits dogs of a wide variety of breeds, allowing for enough breathing space and freedom of movement. Durable gunmetal hardware Black Rhino's collars feature gunmetal buckles and rings for flawless latching. This ensures safety and comfort when going for a walk along with",https://github.com/luminati-io/eCommerce-dataset-samples,2026-08-05-v2
902,Amazon,Bright Data Amazon products sample,B0077A7LCQ,https://www.amazon.com/dp/B0077A7LCQ?language=en_US&currency=USD,"UnderCover Flex Hard Folding Truck Bed Tonneau Cover | FX41002 | Fits 2005 - 2015 Toyota Tacoma 5' Bed (60.3"")",UNDERCOVER,,969.0,USD,Automotive > Exterior Accessories > Truck Bed & Tailgate Accessories > Tonneau Covers,,31751.44,‎9 x 25 x 67 inches,https://images-na.ssl-images-amazon.com/images/I/71h9rhug4OL.__AC_SX300_SY300_QL70_FMwebp_.jpg,2022-09-20 00:00:00.000,Estimated,Toys,Small molded plastic toy,Keyword/category match: toy,Low,1000,1.09,2.91,7.27,0.35,0.9,5,1.68,4.37,11.1,15.0,12.0,5.0,210.17,758.83,78.3,"Tooling and safety testing excluded; paint, parts, and electronics add cost. Modifiers: higher-cost domestic production. Tariff and freight assumptions are illustrative and require current validation.","The UnderCover Flex hard folding truck bed cover comes in a gloss black finish and lies flush with the truck bed. The Flex hard folding cover allows you to drive with the cover partially or fully open, providing 100% bed access when you need to transport large items that stick out of the bed. When fully open, the Flex is secured in an upright position with dual prop rods that lock into place and stow away easily when not in use. The Flex provides the ultimate security, with durable aluminum pane",https://github.com/luminati-io/eCommerce-dataset-samples,2026-08-05-v2
903,Amazon,Bright Data Amazon products sample,B0D3PRP6ZC,https://www.amazon.com/dp/B0D3PRP6ZC?th=1&psc=1&currency=USD&language=en_GB,"DUMOS Ergonomic Computer Gaming Chair - Home Office Desk with PU Leather Lumbar Support, Height Adjustable Big and Tall Video Game with Flip-up Armrest, Swivel Wheels for Adults and Teens, Pink",DUMOS,Ama███.co███,69.99,USD,Home & Kitchen > Furniture > Game & Recreation Room Furniture > Gaming Chairs > Computer Gaming Chairs,Computer Gaming Chairs,13154.168,"25.4""D x 27.8""W x 45.7""H",https://m.media-amazon.com/images/I/61uU-5sV-UL._AC_SL1500_.jpg,2024-07-08 00:00:00.000,Estimated,Media,Packaged video game or optical disc,Title match: video game,Low,1000,1.0,2.76,7.52,0.5,0.66,5,1.49,4.11,11.0,15.0,12.0,5.0,30.11,39.88,57.0,"Licensing, software development, platform royalties, and distribution are excluded. Tariff and freight assumptions are illustrative and require current validation.","About this item 【Ergonomic Comfort】 This computer gaming chair can adjust height, rocking mode, and adjust armrests. When your neck is sore from long hours at work or playing games, an S-shaped back that follows the curve of the human body can relieve the pain. When you have lower back pain while sitting in the same position, the rocking of the back can help relieve your fatigue. 【High Quality & Sturdy】BIFMA-certified metal base is more durable, and class 3 stage gas lift with upgraded mechanism",https://github.com/luminati-io/eCommerce-dataset-samples,2026-08-05-v2
904,Amazon,Bright Data Amazon products sample,B0BG97MF2P,https://www.amazon.com/Punching-Kickboxing-Fitness-Training-Complete/dp/B0BG97MF2P?th=1&psc=1&currency=USD&language=en_GB,Punching Bag Filled for Boxing MMA Muay Thai Kickboxing Gym Fitness Training Workout Men & Women 9 Pcs Complete Heavy Set Hanging Punch Bag,Jayefo,Jay███,139.99,USD,Sports & Outdoors > Sports > Other Sports > Boxing > Punching Bags > Heavy Bags,,18143.68,"14""W x 42""H",https://m.media-amazon.com/images/I/71S6X3x-LdL.__AC_SX300_SY300_QL70_FMwebp_.jpg,2024-01-15 00:00:00.000,Estimated,Apparel,Gloves,Keyword/category match: gloves,Low,1000,2.49,6.31,14.94,0.4,0.84,10,3.33,8.3,19.73,15.0,12.0,5.0,48.3,91.69,65.5,"Leather, insulation, waterproofing, touchscreen panels, and protection affect cost. Modifiers: premium/heavy-duty specification, 9-count/set adjustment. Tariff and freight assumptions are illustrative and require current validation.","About this item What’s Inside the Package | 1 X Filled Punching Bag, 1 X Pair Boxing Mitts, 1x Pair 180 Inch Hand Wraps, 1 X Jumping Rope, 1 X Steel Revolving Handing Chain, 1 X Boxing Gloves Key Chain, 1 X Hanging Chain Extender, 1 X Ceiling Hanging Mount, 1 X Ceiling Screws, Altogether Compete Beginners Boxing MMA Training Set. Watch Any Video On Youtube On How To Put Ceiling Mount For Punching Bag And You Are All Set. Comes Filled | This Heavy Punching Bag Set Comes Already Filled to Approx W",https://github.com/luminati-io/eCommerce-dataset-samples,2026-08-05-v2
905,Amazon,Bright Data Amazon products sample,B07TNPHYNV,https://www.amazon.com/Vintage-Christmas-Training-Festive-decorat/dp/B07TNPHYNV?th=1&psc=1&currency=USD&language=en_GB,"40 Pieces Christmas Bronze Jingle Bells Craft Small Bells Vintage Jingle Bells Brass Silver Color Bells Christmas Bells for Dog Potty Training, Making Wind Chimes, Festive Decor 1.5 inch",Boao,Mai███,7.99,USD,"Arts, Crafts & Sewing > Crafting > Craft Supplies > Craft Bells",,9.979023999999999,7.87 x 5.63 x 1.57 inches,https://m.media-amazon.com/images/I/81qKoSTui7L.__AC_SX300_SY300_QL70_FMwebp_.jpg,2024-03-17 00:00:00.000,Estimated,Stationery,Printed paper stationery,"Broad source category: Arts, Crafts & Sewing > Crafting > Craft Supplies > Craft Bells",Low,1000,0.43,1.73,5.39,0.25,0.11,0,0.57,2.09,6.29,15.0,3.5,5.0,7.19,0.8,10.1,"Paper stock, print coverage, set count, envelopes, and finishing affect cost. Modifiers: 40-count/set adjustment. Estimate represents a current-equivalent manufacturing cost, not the original historical production cost. Tariff and freight assumptions are illustrative and require current validation.",Pet Ornament Key Ornament Christmas Tree Eaves Ornament,https://github.com/luminati-io/eCommerce-dataset-samples,2026-08-05-v2
906,Amazon,Bright Data Amazon products sample,B071F8YM4V,https://www.amazon.com/Kodiak-Furniture-Monterey-Barbados-Mattress/dp/B071F8YM4V?th=1&psc=1&currency=USD&language=en_GB,Kodiak Furniture Monterey Futon with Linen Fabric Mattress in Brown/Barbados,Kodiak Furniture,OJC███erc███,555.54,USD,Home & Kitchen > Furniture > Living Room Furniture > Futons > Futon Sets,,77110.64,"54""D x 75""W x 8""H",https://m.media-amazon.com/images/I/91maGpZ2AXL.__AC_SY300_SX300_QL70_FMwebp_.jpg,2024-01-16 00:00:00.000,Estimated,Jewelry,Fashion ring,Keyword/category match: rings,Low,1000,0.54,2.0,5.45,0.35,0.36,6,0.9,2.87,7.57,15.0,12.0,5.0,125.98,429.56,77.3,"Metal, size range, stones, and plating affect cost. Tariff and freight assumptions are illustrative and require current validation.","The Monterey futon features a classic hardwood frame with Mission style arms. This unique and versatile full-size futon sofa easily converts to a bed. This multifunctional piece of furniture can find a home in just about any type of room. The included mattress measures 75"" L x 54"" W x 8"" H and has 276 coil hinged springs for extra comfort. Maximum distributed weight: 500 pounds.",https://github.com/luminati-io/eCommerce-dataset-samples,2026-08-05-v2
